item_type,item_age_years,item_condition,triage_action,user_age,app_sessions_per_month,distance_to_dropoff_km,points_redeemed_history,items_recycled_count
Peripherals,6.8,Good,Recycle,61,4,14.7,3548,0
Tablet,6.0,Broken,Recycle,32,19,5.0,7688,4
Tablet,11.1,Good,Recycle,44,24,11.5,59,5
Peripherals,1.3,Good,Refurbish,47,29,8.6,5431,7
Monitor,3.7,Good,Refurbish,39,25,3.8,2670,9
Tablet,4.5,Broken,Recycle,64,8,0.8,3339,3
Smartphone,9.5,Good,Recycle,46,6,6.1,2789,3
Smartphone,11.9,Excellent,Recycle,58,16,8.4,3654,4
Laptop,3.3,Broken,Recycle,47,3,3.2,5548,2
Tablet,10.6,Good,Recycle,19,8,6.5,5102,2
Monitor,10.1,Good,Recycle,32,29,9.4,7518,7
Peripherals,3.1,Good,Recycle,64,5,10.9,2662,0
Peripherals,5.1,Fair,Refurbish,44,5,1.3,201,2
Monitor,5.2,Fair,Refurbish,24,12,10.1,7087,4
Laptop,11.7,Excellent,Recycle,44,25,1.3,8662,7
Peripherals,2.6,Dead,Recycle,38,1,0.9,7943,1
Tablet,9.7,Broken,Recycle,30,7,2.7,3026,2
Laptop,4.3,Good,Refurbish,34,24,10.0,3356,9
Tablet,8.9,Good,Refurbish,28,11,1.3,3973,5
Smartphone,5.3,Fair,Refurbish,27,10,0.8,4471,4
Laptop,7.2,Fair,Recycle,50,3,2.2,4237,1
Peripherals,10.1,Good,Recycle,31,8,14.3,3123,2
Laptop,9.7,Good,Refurbish,54,1,13.7,2307,0
Laptop,10.5,Dead,Recycle,25,8,1.8,6003,3
Laptop,1.2,Good,Refurbish,50,23,4.9,3790,7
Laptop,8.5,Fair,Recycle,24,20,14.2,5935,3
Tablet,2.1,Dead,Recycle,51,11,1.9,6521,6
Smartphone,5.3,Broken,Recycle,24,7,1.9,3110,4
Monitor,6.8,Good,Recycle,24,26,1.7,8539,8
Laptop,5.1,Broken,Refurbish,58,27,14.7,1601,6
Peripherals,6.5,Excellent,Recycle,53,16,11.3,3777,2
Laptop,12.0,Broken,Recycle,24,7,3.6,4923,0
Peripherals,2.1,Fair,Recycle,37,13,1.2,5919,3
Tablet,8.3,Broken,Refurbish,35,10,14.5,3778,3
Peripherals,5.1,Dead,Recycle,62,29,6.7,8513,8
Monitor,2.0,Dead,Recycle,60,28,9.2,5863,9
Smartphone,2.3,Dead,Refurbish,58,17,4.5,179,5
Peripherals,11.4,Fair,Recycle,31,3,11.5,3965,0
Peripherals,10.6,Fair,Recycle,57,7,3.4,9904,1
Smartphone,10.9,Fair,Recycle,31,11,11.9,8220,2
Monitor,11.9,Broken,Refurbish,38,13,3.8,8929,2
Laptop,2.9,Dead,Recycle,44,5,1.9,3719,1
Peripherals,4.6,Good,Refurbish,63,25,7.4,6330,6
Smartphone,8.2,Dead,Recycle,43,23,12.3,54,7
Tablet,6.1,Broken,Recycle,44,19,6.1,6657,6
Smartphone,5.3,Dead,Refurbish,41,15,0.9,9625,6
Tablet,4.6,Dead,Refurbish,22,1,8.5,7998,0
Monitor,7.3,Good,Recycle,59,5,10.4,2064,2
Laptop,7.1,Good,Recycle,55,13,11.2,4183,3
Smartphone,2.4,Good,Recycle,45,10,6.3,3294,1
Peripherals,5.9,Good,Refurbish,59,29,1.9,3855,10
Monitor,6.9,Fair,Recycle,60,5,9.0,2751,0
Smartphone,7.1,Broken,Recycle,49,23,5.3,724,4
Peripherals,2.9,Dead,Recycle,41,1,14.2,9445,0
Smartphone,9.0,Fair,Recycle,23,10,7.8,9369,3
Tablet,0.8,Excellent,Recycle,27,18,7.3,9488,5
Smartphone,4.6,Good,Refurbish,63,27,5.0,8049,9
Smartphone,9.5,Excellent,Recycle,20,22,5.4,9086,8
Smartphone,7.0,Fair,Recycle,24,8,7.9,2499,0
Monitor,3.5,Fair,Refurbish,46,20,4.9,1329,5
Smartphone,8.5,Excellent,Recycle,51,3,13.4,5117,0
Peripherals,7.0,Good,Recycle,24,19,6.9,2627,6
Tablet,9.7,Good,Recycle,34,19,4.7,2450,8
Tablet,9.0,Fair,Recycle,30,2,2.8,9361,0
Smartphone,7.5,Fair,Recycle,38,17,10.2,7057,5
Monitor,6.1,Fair,Recycle,48,16,0.9,7865,4
Monitor,2.0,Fair,Refurbish,26,21,7.0,4294,7
Peripherals,3.5,Dead,Recycle,62,10,8.5,9656,0
Smartphone,5.3,Good,Refurbish,64,21,5.4,1730,9
Tablet,7.4,Fair,Recycle,30,16,11.4,8149,2
Monitor,6.4,Broken,Refurbish,34,5,10.3,1123,1
Smartphone,3.8,Fair,Recycle,25,20,14.6,7193,6
Monitor,0.6,Dead,Recycle,26,3,7.9,4621,0
Monitor,6.2,Fair,Recycle,26,28,8.3,1488,10
Tablet,3.8,Fair,Refurbish,57,3,4.1,264,4
Laptop,8.9,Excellent,Recycle,47,2,6.1,2029,1
Peripherals,0.8,Fair,Refurbish,24,21,0.9,6874,7
Peripherals,7.2,Good,Refurbish,34,4,10.5,9435,0
Tablet,11.3,Good,Recycle,56,22,5.0,3766,7
Monitor,2.5,Fair,Refurbish,55,18,8.3,8587,6
Smartphone,5.9,Fair,Refurbish,22,2,4.2,7056,0
Monitor,1.6,Excellent,Recycle,34,24,9.5,9672,6
Tablet,7.7,Broken,Recycle,57,6,7.0,8299,1
Peripherals,6.8,Fair,Recycle,18,3,7.5,3563,0
Monitor,5.2,Good,Recycle,33,21,14.2,8071,3
Peripherals,6.5,Fair,Recycle,34,3,10.7,7849,0
Smartphone,10.8,Broken,Recycle,47,27,4.3,6035,11
Peripherals,2.8,Fair,Refurbish,48,2,7.8,7959,0
Peripherals,0.8,Fair,Refurbish,52,3,7.3,3196,0
Laptop,10.4,Good,Recycle,62,17,12.0,1185,3
Laptop,7.1,Fair,Refurbish,25,14,12.6,4131,2
Laptop,10.7,Dead,Recycle,47,7,4.6,3075,3
Peripherals,7.4,Broken,Recycle,56,22,12.4,412,5
Tablet,9.8,Excellent,Recycle,38,21,3.1,8674,8
Peripherals,5.4,Fair,Refurbish,32,6,11.6,3847,3
Tablet,9.1,Dead,Recycle,51,8,4.1,8794,1
Tablet,11.0,Excellent,Recycle,44,19,4.8,7974,6
Laptop,7.1,Dead,Recycle,19,19,12.9,1081,5
Monitor,2.6,Dead,Recycle,27,12,6.6,4355,2
Smartphone,3.6,Excellent,Refurbish,22,5,14.9,7662,0
Laptop,2.8,Dead,Refurbish,44,5,2.7,8216,2
Laptop,3.3,Fair,Recycle,21,14,7.2,8389,6
Monitor,4.0,Broken,Recycle,64,27,11.1,2626,8
Smartphone,6.9,Fair,Recycle,30,17,0.6,8614,6
Peripherals,7.3,Fair,Recycle,34,16,2.7,1141,5
Peripherals,5.4,Fair,Refurbish,38,4,0.8,6935,5
Laptop,7.6,Broken,Recycle,40,25,14.9,1120,5
Smartphone,1.4,Excellent,Refurbish,50,8,11.5,4527,1
Laptop,1.5,Fair,Refurbish,32,3,5.9,7106,1
Tablet,2.5,Good,Refurbish,31,21,2.8,9985,9
Laptop,6.5,Good,Recycle,26,5,1.8,6693,4
Laptop,3.0,Good,Recycle,61,23,8.2,4903,7
Peripherals,3.8,Fair,Refurbish,54,24,14.7,55,4
Peripherals,5.1,Good,Refurbish,47,25,10.3,6758,6
Peripherals,9.8,Good,Recycle,46,7,5.8,2263,0
Tablet,0.7,Good,Refurbish,40,18,7.8,8212,5
Peripherals,8.0,Excellent,Recycle,51,24,15.0,6353,4
Smartphone,8.2,Fair,Recycle,24,8,8.0,8482,5
Monitor,9.7,Dead,Recycle,26,11,14.5,1994,1
Smartphone,11.2,Good,Recycle,21,29,0.7,834,11
Smartphone,0.7,Dead,Recycle,19,14,11.0,4283,5
Peripherals,2.3,Broken,Recycle,44,18,9.6,5270,6
Monitor,10.7,Fair,Recycle,50,13,10.4,4309,2
Monitor,5.8,Fair,Refurbish,49,6,8.8,1501,0
Monitor,7.0,Broken,Recycle,61,13,1.1,4688,9
Tablet,8.1,Good,Recycle,62,26,2.7,4136,11
Peripherals,8.3,Fair,Recycle,63,1,13.9,19,0
Monitor,11.2,Broken,Recycle,54,11,3.9,1032,3
Tablet,12.0,Fair,Recycle,44,7,14.9,9016,0
Laptop,8.8,Broken,Recycle,45,10,10.4,3274,1
Laptop,3.8,Excellent,Recycle,20,2,6.9,747,1
Tablet,10.6,Broken,Recycle,53,16,13.8,7004,7
Tablet,1.1,Fair,Refurbish,60,5,12.0,967,0
Peripherals,3.2,Fair,Refurbish,25,16,6.7,3547,6
Peripherals,10.8,Good,Recycle,61,23,1.5,2798,9
Laptop,3.4,Fair,Refurbish,58,26,13.1,3015,6
Monitor,3.0,Dead,Recycle,54,16,11.6,6605,5
Laptop,2.1,Fair,Refurbish,62,27,12.0,1804,8
Monitor,10.4,Broken,Recycle,55,15,11.3,2023,5
Monitor,6.3,Fair,Recycle,39,9,4.5,8592,2
Peripherals,8.3,Good,Refurbish,31,1,13.0,4432,0
Smartphone,3.2,Excellent,Refurbish,32,9,0.5,9560,5
Smartphone,9.2,Excellent,Recycle,63,11,3.9,3324,5
Tablet,9.2,Fair,Recycle,21,5,1.2,7163,4
Peripherals,4.1,Good,Refurbish,35,6,2.1,1877,2
Monitor,5.2,Broken,Refurbish,18,8,8.2,9589,3
Smartphone,2.9,Broken,Recycle,29,15,1.0,3675,7
Monitor,11.7,Excellent,Recycle,58,27,3.1,6961,8
Smartphone,7.9,Good,Recycle,59,16,3.9,5,3
Smartphone,11.2,Good,Recycle,34,18,10.0,5533,7
Smartphone,4.0,Fair,Recycle,36,12,7.3,8777,2
Peripherals,9.5,Good,Recycle,53,23,7.1,9713,5
Laptop,9.3,Good,Recycle,24,28,11.6,5175,7
Monitor,8.5,Dead,Recycle,26,4,7.1,3878,0
Peripherals,11.6,Broken,Recycle,25,25,5.6,3469,4
Peripherals,5.0,Good,Refurbish,42,22,14.5,9013,6
Peripherals,2.0,Fair,Recycle,24,16,0.6,4333,7
Peripherals,8.2,Fair,Recycle,59,23,4.9,6633,5
Peripherals,8.9,Broken,Recycle,25,11,9.3,3093,2
Tablet,7.1,Fair,Recycle,41,22,11.9,857,4
Monitor,2.9,Good,Refurbish,34,27,12.3,7618,5
Peripherals,6.3,Broken,Recycle,29,24,1.2,7977,7
Monitor,4.1,Fair,Refurbish,63,22,10.8,2550,6
Tablet,5.4,Good,Refurbish,48,7,10.9,1225,4
Tablet,7.9,Fair,Recycle,29,24,3.6,8845,7
Monitor,9.1,Fair,Refurbish,19,15,2.1,7453,6
Smartphone,3.2,Good,Refurbish,29,17,11.4,7400,5
Laptop,5.2,Good,Refurbish,44,15,4.1,9531,1
Smartphone,3.6,Fair,Refurbish,63,10,0.5,4556,2
Smartphone,2.8,Excellent,Recycle,24,28,3.7,2717,12
Smartphone,9.5,Broken,Recycle,30,4,1.0,3392,1
Peripherals,11.0,Good,Recycle,53,22,4.1,8154,7
Tablet,4.8,Excellent,Refurbish,18,17,5.4,9254,6
Smartphone,9.1,Broken,Recycle,52,4,4.4,6122,0
Tablet,10.8,Broken,Recycle,47,22,13.8,4528,4
Monitor,10.2,Broken,Recycle,48,23,3.9,9800,8
Laptop,2.6,Fair,Refurbish,34,29,7.3,1081,7
Monitor,11.5,Good,Recycle,25,22,14.4,6639,4
Monitor,4.8,Broken,Recycle,20,11,13.2,7018,0
Peripherals,4.4,Broken,Recycle,27,4,5.0,6105,0
Laptop,1.2,Good,Refurbish,51,12,5.2,4750,3
Monitor,6.1,Dead,Recycle,39,29,9.1,2654,5
Monitor,1.8,Good,Refurbish,21,23,13.8,155,7
Laptop,3.4,Dead,Recycle,49,10,0.6,4296,2
Laptop,4.1,Dead,Recycle,46,14,6.2,3069,4
Monitor,9.8,Broken,Recycle,63,18,12.8,1963,3
Laptop,10.6,Dead,Recycle,28,6,6.5,4594,3
Monitor,4.0,Broken,Recycle,63,5,10.9,7663,0
Monitor,10.4,Good,Recycle,30,2,10.5,6303,0
Peripherals,10.4,Fair,Recycle,21,25,3.5,9426,6
Smartphone,9.3,Excellent,Recycle,19,13,7.0,6142,0
Monitor,2.2,Fair,Refurbish,51,23,8.7,9668,7
Tablet,8.4,Broken,Recycle,60,14,10.9,3755,3
Smartphone,11.4,Fair,Recycle,39,3,12.4,830,0
Smartphone,8.3,Good,Recycle,22,23,11.5,6574,7
Smartphone,4.3,Fair,Refurbish,26,11,0.9,6121,4
Peripherals,6.3,Dead,Recycle,37,27,10.2,6074,6
Monitor,7.9,Excellent,Recycle,38,22,7.7,1342,6
Peripherals,6.4,Fair,Recycle,34,23,8.8,7679,5
Monitor,1.9,Good,Refurbish,29,4,5.9,7329,3
Peripherals,4.1,Broken,Recycle,45,13,10.9,1844,2
Peripherals,9.7,Good,Recycle,35,29,10.3,461,7
Tablet,10.4,Broken,Recycle,20,26,8.9,2991,8
Peripherals,2.1,Good,Refurbish,22,29,13.0,6843,11
Laptop,11.5,Good,Recycle,31,8,2.0,9770,1
Tablet,4.3,Dead,Recycle,43,8,4.9,200,1
Peripherals,8.1,Excellent,Recycle,36,23,7.7,515,6
Smartphone,9.1,Fair,Recycle,58,13,14.4,5871,1
Laptop,9.8,Excellent,Recycle,34,23,1.5,5450,9
Laptop,11.4,Fair,Recycle,56,10,5.4,4839,3
Laptop,4.1,Fair,Refurbish,59,13,13.9,6490,0
Tablet,10.4,Good,Recycle,21,13,13.5,3231,3
Peripherals,2.0,Good,Refurbish,59,24,13.0,3696,8
Peripherals,8.6,Fair,Recycle,52,17,5.0,9467,4
Smartphone,9.0,Broken,Recycle,41,6,12.8,3293,1
Smartphone,8.3,Broken,Recycle,58,2,7.8,7001,0
Laptop,3.4,Fair,Refurbish,30,17,9.5,1629,4
Smartphone,10.5,Fair,Recycle,50,12,4.0,4018,4
Tablet,2.4,Good,Refurbish,32,26,10.7,4489,6
Peripherals,1.1,Good,Refurbish,32,23,5.3,7563,7
Laptop,8.8,Good,Recycle,48,6,5.5,2016,1
Smartphone,6.0,Good,Refurbish,60,5,9.7,8358,2
Tablet,10.3,Good,Recycle,45,5,4.0,975,1
Tablet,4.9,Fair,Refurbish,27,25,3.8,4547,6
Smartphone,2.4,Fair,Refurbish,24,9,5.9,7305,2
Peripherals,10.1,Dead,Recycle,50,28,11.8,859,8
Smartphone,6.8,Good,Recycle,24,28,3.8,3944,9
Laptop,2.7,Fair,Refurbish,22,22,11.9,209,4
Smartphone,8.8,Broken,Refurbish,43,29,10.6,9800,10
Tablet,6.4,Fair,Recycle,33,3,10.3,213,0
Smartphone,7.4,Good,Recycle,25,23,7.4,5897,4
Peripherals,5.8,Good,Refurbish,39,20,11.3,5782,6
Monitor,10.0,Excellent,Recycle,51,5,0.7,7402,2
Smartphone,10.0,Good,Recycle,57,7,4.9,9164,2
Peripherals,8.7,Broken,Recycle,45,12,10.3,303,4
Peripherals,1.7,Excellent,Recycle,63,7,14.8,7276,0
Tablet,10.1,Good,Recycle,53,10,0.5,7000,3
Peripherals,8.2,Broken,Recycle,64,8,7.9,8174,0
Peripherals,8.5,Broken,Recycle,24,17,13.9,860,3
Peripherals,4.7,Fair,Refurbish,57,5,13.0,4047,0
Peripherals,10.6,Broken,Recycle,60,15,0.8,1855,4
Laptop,8.8,Fair,Recycle,45,28,8.2,6951,5
Laptop,1.8,Good,Refurbish,19,9,0.6,2167,5
Tablet,5.2,Fair,Recycle,26,23,11.9,5959,7
Smartphone,10.7,Fair,Recycle,23,11,5.0,1633,4
Peripherals,1.0,Dead,Recycle,18,28,11.6,2474,6
Smartphone,11.6,Excellent,Recycle,20,13,14.2,5040,2
Smartphone,8.3,Fair,Recycle,27,18,14.7,2377,4
Tablet,7.8,Good,Recycle,54,17,13.5,9942,4
Peripherals,3.6,Fair,Refurbish,61,24,3.5,3411,8
Peripherals,3.4,Excellent,Recycle,40,9,3.3,4659,1
Monitor,11.3,Good,Recycle,50,10,9.6,4275,5
Smartphone,3.9,Broken,Recycle,26,5,8.4,4385,0
Smartphone,9.4,Fair,Recycle,30,11,0.6,8677,2
Laptop,5.0,Fair,Recycle,45,22,6.2,9552,2
Monitor,2.1,Good,Refurbish,24,15,13.6,7275,4
Laptop,0.6,Good,Refurbish,43,2,13.5,772,1
Laptop,6.8,Fair,Refurbish,33,27,3.5,1832,7
Laptop,11.7,Broken,Recycle,57,21,6.0,7605,3
Tablet,4.7,Dead,Recycle,43,28,8.6,1299,9
Tablet,4.6,Fair,Recycle,56,20,12.9,8373,2
Laptop,4.5,Fair,Refurbish,49,24,8.2,9454,7
Monitor,6.5,Broken,Recycle,53,24,14.5,8337,4
Smartphone,5.6,Fair,Recycle,59,14,12.1,5163,2
Monitor,10.6,Fair,Recycle,18,5,14.3,1839,0
Peripherals,6.3,Good,Recycle,38,27,11.1,4594,7
Tablet,6.3,Broken,Recycle,30,24,13.2,802,6
Smartphone,2.1,Fair,Refurbish,43,6,12.5,3950,3
Smartphone,11.8,Broken,Recycle,62,26,4.2,1318,11
Peripherals,3.4,Broken,Refurbish,26,22,3.8,6118,10
Peripherals,1.3,Good,Recycle,54,29,13.0,4626,7
Laptop,8.1,Broken,Recycle,40,15,1.7,2940,5
Tablet,7.3,Broken,Recycle,18,29,6.4,7569,10
Tablet,5.3,Good,Refurbish,19,4,12.4,7398,0
Monitor,5.4,Good,Refurbish,60,10,12.3,5458,1
Laptop,9.5,Excellent,Recycle,45,28,2.5,2052,9
Laptop,2.8,Fair,Refurbish,53,27,7.6,6454,8
Laptop,9.9,Fair,Recycle,48,19,7.5,6305,5
Laptop,8.0,Fair,Recycle,58,9,5.2,8407,1
Tablet,5.3,Good,Refurbish,22,21,13.8,785,6
Tablet,5.8,Dead,Recycle,54,26,10.0,6979,6
Laptop,3.5,Good,Refurbish,42,10,14.7,1635,1
Monitor,9.1,Good,Recycle,25,4,1.5,7338,2
Smartphone,6.4,Fair,Recycle,51,22,6.2,3109,7
Smartphone,4.2,Fair,Recycle,56,4,12.6,6053,0
Monitor,7.4,Good,Refurbish,49,6,6.6,5004,1
Laptop,12.0,Good,Recycle,28,26,4.3,5756,7
Tablet,5.5,Good,Recycle,64,8,15.0,7445,0
Smartphone,11.1,Broken,Recycle,42,16,13.2,284,1
Peripherals,4.5,Broken,Recycle,20,8,8.4,2413,1
Peripherals,1.1,Fair,Recycle,62,28,8.6,1643,8
Monitor,2.8,Broken,Recycle,49,16,0.6,7235,6
Laptop,5.3,Broken,Recycle,52,6,14.7,9319,0
Smartphone,3.0,Good,Refurbish,49,17,12.2,9461,3
Laptop,0.5,Dead,Recycle,51,29,1.0,6335,7
Smartphone,11.0,Broken,Recycle,54,1,3.1,643,1
Monitor,10.2,Good,Recycle,22,19,12.4,7311,4
Monitor,9.0,Good,Refurbish,62,18,1.8,8217,9
Peripherals,2.4,Good,Refurbish,45,17,14.2,3937,4
Laptop,1.9,Good,Refurbish,45,17,15.0,4807,2
Peripherals,1.3,Broken,Recycle,25,28,13.4,6336,5
Laptop,8.8,Fair,Recycle,44,12,11.2,6524,3
Peripherals,11.2,Broken,Recycle,33,12,7.6,1025,4
Tablet,5.5,Broken,Recycle,35,6,1.7,5722,5
Tablet,1.9,Fair,Recycle,42,7,11.1,1068,3
Tablet,6.4,Broken,Recycle,18,8,6.3,9130,3
Tablet,4.5,Excellent,Refurbish,25,3,8.8,4098,2
Smartphone,4.8,Good,Refurbish,38,17,4.8,8015,5
Tablet,7.6,Fair,Recycle,51,21,4.0,9664,7
Monitor,8.8,Excellent,Recycle,41,8,5.2,175,1
Monitor,1.8,Excellent,Refurbish,54,28,12.3,8095,9
Smartphone,0.9,Dead,Recycle,43,27,6.7,1143,8
Tablet,11.9,Broken,Recycle,64,11,5.0,5893,3
Tablet,3.2,Good,Recycle,31,20,6.8,7341,4
Tablet,1.1,Broken,Recycle,46,18,1.0,3510,8
Peripherals,2.7,Broken,Recycle,47,16,13.4,4062,5
Laptop,0.9,Good,Refurbish,20,25,8.5,7797,5
Peripherals,5.0,Excellent,Recycle,24,28,2.0,950,10
Laptop,9.7,Dead,Refurbish,53,13,4.7,4436,5
Tablet,4.4,Good,Refurbish,28,9,14.8,2744,0
Tablet,5.6,Good,Recycle,49,19,9.1,8312,6
Peripherals,8.3,Fair,Recycle,29,7,4.7,4670,3
Peripherals,6.4,Broken,Recycle,32,29,6.7,1920,9
Laptop,10.4,Good,Recycle,55,17,4.2,9876,8
Monitor,10.5,Good,Recycle,41,8,1.0,5612,8
Laptop,0.6,Good,Refurbish,18,8,12.7,6419,3
Peripherals,9.4,Dead,Recycle,35,29,4.7,9160,9
Peripherals,5.8,Good,Refurbish,63,3,12.7,6172,0
Smartphone,11.9,Fair,Recycle,24,16,7.4,5930,5
Peripherals,6.1,Dead,Recycle,59,12,3.2,3808,7
Smartphone,11.8,Good,Recycle,58,15,12.1,4738,3
Monitor,9.2,Dead,Recycle,19,21,6.0,6495,5
Laptop,3.4,Dead,Recycle,57,4,10.8,1104,1
Laptop,6.7,Dead,Refurbish,48,23,12.6,4389,9
Smartphone,11.9,Good,Recycle,50,27,14.5,3884,5
Laptop,10.4,Fair,Recycle,47,7,1.7,732,2
Peripherals,1.6,Broken,Refurbish,48,11,0.6,1581,3
Tablet,8.6,Dead,Recycle,51,24,8.5,3679,5
Smartphone,4.5,Good,Recycle,24,5,4.3,3852,0
Laptop,0.6,Broken,Recycle,42,13,7.3,2427,5
Smartphone,5.1,Good,Refurbish,33,11,1.6,323,4
Smartphone,3.2,Good,Refurbish,39,5,7.8,3699,0
Tablet,9.9,Fair,Recycle,53,8,2.3,5181,4
Peripherals,4.4,Broken,Recycle,44,21,12.7,7313,5
Smartphone,10.0,Fair,Recycle,34,29,11.5,8553,9
Laptop,0.5,Fair,Refurbish,21,29,1.6,2100,8
Monitor,4.0,Dead,Recycle,52,17,12.6,2754,2
Smartphone,3.3,Fair,Refurbish,58,11,5.2,1472,4
Smartphone,3.2,Fair,Refurbish,39,19,5.6,1106,7
Tablet,1.3,Fair,Refurbish,64,18,3.1,1803,4
Peripherals,2.7,Fair,Refurbish,52,28,12.6,8272,7
Monitor,6.9,Broken,Recycle,61,10,6.4,6657,2
Laptop,3.9,Dead,Recycle,32,5,1.2,6906,4
Monitor,5.3,Fair,Refurbish,57,29,14.5,5355,8
Laptop,4.8,Broken,Recycle,61,24,4.2,2988,9
Peripherals,10.6,Excellent,Recycle,38,25,14.1,7204,4
Laptop,10.9,Good,Recycle,30,25,4.9,5776,6
Tablet,6.2,Fair,Recycle,64,1,12.6,8516,0
Tablet,4.3,Excellent,Refurbish,28,17,10.1,2361,3
Tablet,1.7,Good,Refurbish,44,17,13.0,1234,4
Tablet,11.5,Fair,Recycle,48,1,14.7,102,0
Monitor,1.2,Excellent,Refurbish,61,25,13.1,4912,8
Peripherals,3.9,Good,Refurbish,49,1,6.4,746,3
Laptop,3.9,Fair,Refurbish,47,23,12.3,4908,7
Laptop,4.2,Fair,Refurbish,35,22,10.8,3691,6
Tablet,2.4,Dead,Recycle,33,9,1.4,9439,3
Tablet,9.5,Fair,Recycle,52,27,14.0,3064,7
Smartphone,1.9,Fair,Refurbish,26,25,7.3,5412,6
Peripherals,7.8,Dead,Recycle,56,4,2.4,1719,2
Monitor,1.9,Broken,Refurbish,54,9,6.7,2202,3
Laptop,1.3,Good,Refurbish,27,14,9.2,5151,2
Smartphone,11.0,Good,Refurbish,29,15,8.8,6026,6
Smartphone,2.7,Broken,Recycle,25,16,8.8,7737,4
Laptop,9.9,Fair,Recycle,20,16,4.2,5452,3
Monitor,6.8,Broken,Recycle,36,13,9.7,7184,3
Smartphone,1.4,Broken,Recycle,28,14,13.7,1789,2
Smartphone,11.5,Fair,Recycle,25,22,6.1,9956,5
Peripherals,3.3,Dead,Recycle,43,21,9.6,259,8
Monitor,10.4,Fair,Refurbish,62,9,4.0,1918,3
Smartphone,2.4,Good,Refurbish,40,23,1.2,6504,9
Monitor,10.3,Broken,Recycle,27,9,9.0,5518,3
Laptop,0.7,Good,Refurbish,35,21,1.2,6603,8
Tablet,6.4,Broken,Recycle,29,4,11.0,8175,0
Smartphone,9.3,Dead,Recycle,56,10,10.2,9978,1
Peripherals,11.3,Broken,Recycle,43,3,5.9,7252,3
Laptop,11.0,Fair,Recycle,28,21,6.5,7230,7
Monitor,9.9,Fair,Recycle,27,9,13.8,99,1
Laptop,10.7,Fair,Recycle,20,19,0.7,3905,8
Smartphone,2.8,Fair,Refurbish,24,16,8.7,2342,6
Monitor,3.8,Fair,Refurbish,21,16,13.9,8091,4
Tablet,3.8,Broken,Recycle,57,17,13.8,3233,6
Laptop,4.8,Broken,Recycle,25,18,9.0,5024,4
Smartphone,5.0,Good,Refurbish,55,10,6.0,327,1
Peripherals,6.8,Fair,Recycle,30,21,1.9,9543,6
Monitor,2.3,Broken,Recycle,29,19,3.0,2289,6
Laptop,8.4,Fair,Recycle,52,22,10.4,1365,8
Laptop,2.4,Fair,Refurbish,55,15,0.7,1408,5
Tablet,4.1,Broken,Recycle,60,15,13.3,9702,3
Tablet,6.3,Broken,Recycle,53,11,9.0,219,4
Peripherals,9.7,Fair,Recycle,64,8,1.2,6407,4
Peripherals,9.0,Dead,Recycle,19,22,4.0,3239,6
Smartphone,7.9,Good,Recycle,32,16,9.1,1269,2
Smartphone,2.3,Dead,Recycle,51,10,1.0,7542,6
Peripherals,6.8,Good,Recycle,56,9,11.8,3817,0
Peripherals,1.5,Excellent,Refurbish,43,15,13.8,7189,2
Monitor,4.8,Dead,Recycle,22,22,14.4,6857,5
Tablet,5.3,Good,Refurbish,42,5,11.1,67,2
Smartphone,1.0,Broken,Recycle,51,20,12.9,9863,6
Tablet,3.7,Broken,Recycle,64,2,9.4,8934,0
Tablet,11.5,Dead,Recycle,21,22,7.1,7225,8
Peripherals,11.5,Dead,Recycle,51,16,10.8,5383,6
Monitor,4.6,Good,Refurbish,44,18,3.8,2012,5
Laptop,1.0,Broken,Recycle,59,16,2.1,9897,5
Monitor,2.6,Good,Refurbish,46,5,11.5,9638,1
Monitor,5.0,Fair,Refurbish,22,1,14.4,3069,1
Tablet,11.4,Broken,Recycle,35,19,8.9,7666,4
Monitor,2.1,Fair,Refurbish,21,10,7.5,290,0
Smartphone,9.3,Fair,Recycle,18,21,8.2,6312,7
Tablet,1.7,Fair,Refurbish,37,29,7.4,7727,10
Smartphone,11.8,Fair,Recycle,23,13,6.9,3679,4
Laptop,4.9,Dead,Recycle,37,23,14.2,3910,9
Tablet,9.4,Excellent,Recycle,37,24,7.5,4651,5
Laptop,4.4,Fair,Recycle,63,23,1.7,352,6
Tablet,7.7,Dead,Recycle,44,23,11.6,1263,4
Peripherals,2.7,Fair,Refurbish,43,11,6.2,1826,3
Monitor,2.2,Excellent,Refurbish,49,15,10.8,4378,4
Peripherals,11.3,Fair,Recycle,27,2,8.9,1605,0
Laptop,11.1,Good,Recycle,35,6,10.8,3398,2
Monitor,10.7,Good,Recycle,58,21,1.4,4551,7
Tablet,7.7,Broken,Recycle,29,11,1.0,3006,3
Monitor,9.8,Fair,Recycle,27,15,6.0,1004,5
Smartphone,1.3,Dead,Recycle,41,9,10.6,5967,1
Monitor,4.4,Broken,Recycle,41,12,3.7,6428,4
Smartphone,4.1,Broken,Recycle,55,26,6.8,2078,9
Monitor,7.8,Excellent,Recycle,63,27,14.7,2495,8
Smartphone,4.6,Fair,Refurbish,42,4,3.6,2261,3
Laptop,2.2,Good,Refurbish,25,28,12.8,1737,7
Peripherals,7.4,Dead,Recycle,31,23,12.5,3096,4
Tablet,9.9,Good,Recycle,60,27,13.4,7927,6
Monitor,4.9,Good,Recycle,48,24,13.8,2444,5
Peripherals,2.0,Fair,Refurbish,41,14,7.9,336,6
Tablet,2.8,Good,Refurbish,33,22,10.4,2983,5
